comment,star,likesCount
一半是写给学院派看的各种暗号暗语，一半像是黑幕文学。,较差,0
上，冗长，端着架子的知识分子连吃个饭喝个茶都麻烦。,,
下，明朗，所有的伏笔都有结局，自然又妥帖。,,
应物而生。,力荐,0
看完上一本，没兴趣看下一本了。弃了,还行,0
非常独特的命名了现代性的新经验，需要读者在解读中花大功夫，最后获得智性的快乐，而不只是故事的快乐。,推荐,0
假作真时真亦假，无为有处有还无,推荐,0
很好，居然有点舍不得看完……,力荐,0
乱而迂腐。,还行,1
如果我是《应物兄》的编辑，我会让作者从八十四多万字的内容删掉一两万字，那些他以为是闲笔不闲的设计，实际上是废笔的荤段子。,,
,,
大哥，你的简介说这是讲应物兄筹备儒学研究院的故事，可是，你老是加那么多旁枝末节干嘛，主线在哪里，看了快一百页了，程济世这个对儒学研究院具有重要意义的人物，还没正式请出场。,,
,,
杀了我吧，茅盾文学奖[皱眉],还行,0
None,较差,0
这是个什么玩意儿！,,
除了揭露式的八卦影射，没有更多的阅读快感，用知识包裹肮脏，叙述和故事会同一个层次。生气。,较差,0
过眼。,None,0
6.20。当代儒林名利场。,推荐,0
不算读过，但读着有点没意思,还行,0
太长了就有点索然无味,推荐,0
看完了，当代知识分子的讽刺喜剧！,推荐,2
欲戴皇冠必承其重，一个人的责任和义务是相对的,力荐,3
比李洱之前的作品好。,推荐,1
说心里话，刚开始读前几章，很顺畅亲切，他写的知识分子生活让我想起母校，之后便挣扎到底要不要继续读了……平心而论，李洱的确设下了某种野心版图，但也仅限于此。没有注入同等质量的心跳。这是一本专门写给评论家，以至于可以让评论家借题发挥自己理论知识的小说。所以评论界对它评价高我一点也不奇怪。我觉得李洱是站在当代文学理论发展脉络的节点上写了这本书，如果一件作品完全符合所在领域的理论和趣味需要，那么艺术价值就有点可疑。因为根据海因里希伯尔的话，上帝和诗就存在于万事俱备之后的那一点误差之中。李洱写的真是一点误差也没有，他简直太清楚自己要什么写什么。他细枝末节地全权控制着他的文本和人物来完成一种雄心，但是那部分文本之外的作者无法控制的意外美丽，却像氧气一样，被李洱的真空包装抽离了。,还行,290
我很好奇一个知名作家为什么像是有自卑症般看到什么写什么，这就等于吃多少拉多少一样，实际上就是消化不良。十三年，九十万字，没有一样是伟大文学的保证。相反，它们标志着不祥：时间太久，叙事太拖沓，很多处无意义的细节描写和掉书袋、劣质戏访、假辩证，对女性还缺少尊重，还吹捧成了当代知识分子的群像。如果真有那么一部小说，就应该把这个两卷本的破玩意写进去讽刺讽刺。李洱的《应物兄》和李陀的《无名指》，一个穷讲究，一个不许讲究，这才是让人啧啧称奇的文学现实。,较差,205
当代的儒林外史。令人惊讶的是，与两三百年前相比竟然没有改变的是，学术圈就是名利场，学界也即是官场。形形色色的人物众多，洋洋洒洒近百万字，逼真写出了学术圈的百态。是一本很值得读的书，如果耐得下心来读的话。,力荐,219
据说李洱完成本作花了十三年，所以八十多万字的恣肆与絮叨中足见其勃勃而生的野心和亦步亦趋的布局，从引经据典到笔记段子，从学院大儒到芸芸众生，从家长里短到权力倾轧，一个儒学院的“应物”而生牵出了当下学界政坛商场等乃至贩夫走卒的世风群像，而且从人物取名到性格设定到语言风格都颇多隐喻和讽刺，读起来常常啼笑皆非。不过篇幅还是太长，上册洋洋洒洒的铺陈尚在谋篇取巧和不失新意之间游走，下册则旁枝过多，难免失控。印象中上一部以文化圈的壳映射整个社会众生相的长篇还是《废都》，只不过平凹的思想深度和高度恐怕要在很多年后方可体现，而其对明清世相小说的因袭与传承也走得更远；上一部以语词串起全书的小说还是《马桥词典》，而在这一结构的运用上，韩少功无疑也更浑然，当然马桥更是有意而为，本书则多少有点“应物随心”了,推荐,179
中国当代作家那份脱离时代的酸腐相在作者身上展示的淋漓尽致……说这本书是垃圾都侮辱垃圾。写的不行这就罢了，还要找一堆人为自己吹捧，陷入自说自话自娱自乐的死胡同里手银不止，真是不知世界有多大，也难怪喜欢中国当代文学的人越来越少,很差,88
没空仔细看，翻了一下，,,
对于同行而言，读起来还真的很有意思,,
身边的老师们就是这样的,,
比闫真强，闫真实在拧巴,力荐,55
豆瓣评价两极分化，我做一个弥合之论：这本小说不具有何种重大文学史意义，但并不差，不是失败之作。我用六个字概括：有意思，不好看。有意思，是指小说适合熟悉大学文史哲学院生活的读者，作者故意用一种掉书袋式的写法，表现知识分子无聊虚伪荒诞的生活，很多细节和段落非常有趣，乐不可支。小说犹如对知识分子只剩下“知识”二字以供装点的一声叹息，细节的趣味里透出整体性的无聊；言其不好看，是因为絮叨的叙事风格让人窒息，就像未经雕琢的原材料，不美不打动人。有评论说小说回到了古代长篇小说的叙事结构，这话说的不算错，但红楼梦字字珠玑，这本书则恨不能出个删节本。总之：这是值得评论的一部作品，是不俗之作，但也不必拔高过甚，小说会吸引对学院生活感兴趣的读者，那些企图从中获得戏剧性愉悦或人生哲理时代感悟的读者必会失望。,还行,50
断断续续两个月终于读完，出于浩大的宣传和两极化的评论的好奇。这本书那些琐碎的闪光的细节是突出的，但在整体上作为一部长篇小说是先天不足的，并且后程确实乏力。诸多无关紧要生长出的细节就像被描摹的生活本身一样层出不穷，这种呈现在我看来却恰恰是一种掌控和惊人的建构。,推荐,47
只有认真读过《应物兄》这部作品，分析过这部作品，才知道这是一部我们时代的大作品。绝大多数人自己根本没有读过就跟着别有用心的人乱叫嚣，甚至包括一些文学教授，这也正好印证了我们时代的整体堕落。或许这也是常态。,力荐,62
难得的佳作 荒唐的国学背景下荒唐的人 满纸道德仁义 字间却都是荒诞 鲁迅当年反对的 又复兴了 一群小丑的群像却又是发生的真实 对得起当代“儒林外史”之称,力荐,41
这一周最主要的不务正业…本来以为是《儒林外史》，最后看来还是《红楼梦》的意味浓些。知识分子猥琐起来，真的没有底线。可是底线下面，还有不少人呢。正剧变成了闹剧。裹挟于其中的人们，自得其乐；偶有一二清醒者，只能在梦里独善其身，醒来仍要随波逐流。,推荐,34
买于获奖前，读于获奖后。评论吹的很高，打来豆瓣评分一看傻眼了，看了看热评，更傻了，甚至有些怀疑自己的阅读品味。首先得说，这的确不是一本第一流的作品，结构松散，情节拖沓，结尾仓促等等都是问题。也许的确配不上茅奖，但若说是一星的垃圾，我也难以苟同。看小说是图什么？看当代文学我主要图一消遣，至少这本书我看的很轻松，就像一部电视剧，看看那些道貌岸然的众生相，热热闹闹，不知不觉的也就结束了。看豆瓣评分，有时会感觉到，有些人真的在用双重标准来评判国内外的作者和作品。亦又见丑化女性论，我真的不知所措。也许李洱写这本书，得罪了不少人……,推荐,38
抱着极大的兴趣开始读，太痛苦了，读了2/3，终于想开了，决定不读。我觉得，两册书读了一册半，大约还是有资格标“读过“吧？实在是太差了，但这并不是最可怕的，最可怕的是，竟然被捧得那么高……,很差,33
中国文学没救了,较差,30
李洱的小说，读起来让人痛苦，甚至不想读下去。因为只有李洱有这样的勇气和情怀：直面人性的丑陋和无耻，唯有此，中国的知识分子才有救了！,推荐,33
可以说这不仅仅是一部讽刺高校学术圈的小说，它更是学者在面对现实时的自白书。,推荐,32
这本书看了恨不得撕碎了！但是撕碎解决不了问题！只有改变才能解决问题！小说家的任务完成了！可以说圆满完成了！,力荐,30
能不能给负分,很差,27
茅酱水平；真不咋地。,很差,21
强迫自己看完了这本写了十三年的狗屎！要叙事没叙事，要人物特征没人物特征，要思想没思想，真不知道是因为什么把这书捧上天的，还什么“挪动了中国当代文学地图的坐标”，确实挪动了，只是不知道往后而不是往前挪动了多少！,,
以“太和”儒学研究院的筹设作为叙事线索，为了炫技，生拉硬拽了各种匪夷所思的情节来卖弄之乎者也和各种西方学科的皮毛知识，爱用“如前所述”来回应在老远之前留下的伏笔，也爱用“后来才知道”这种无聊的话来串联情节，最后自己都不知道该在哪里去回应伏笔了！看过以后你真的会后悔花了几时大洋买了这么一千多页的垃圾，还得后悔自己不该花这么多时间在垃圾上，想要看看它到底是不是垃圾，等你看完了，你终于确定：这真的是垃圾中的垃圾！,很差,22
恶心到吐,很差,19
说好的，你们念过书吗。,很差,18
读起来味同嚼蜡，再加上迂腐之气，作者的全知全能视角里充满自得，好像又有讽刺，加起来就是自恋。特意去看结尾，后记，评论之类，看是不是真的讽刺，结果全是吹捧和煽情。茅盾文学奖评奖的人的语感和文学观大概从未进步吧，三观囿于井底。,很差,16
“对于汉语长篇小说艺术而言，《应物兄》已经悄然挪动了中国当代文学地图的坐标”——挪到哪了，垃圾堆么？,很差,13
直到读完全书我也没懂什么叫“经史子集的叙述方式”，更不用说所谓“以才学为小说”，“以才学为诗”、“以才学为小说”总不算是很好的形容，但也不是人人都当得起这个资格的。以作者的“才学”去写知识分子的生态，涉笔都是民科的狂欢。在不提及人文专业学术时，我大约还愿意给三星表及格，但凡语及，行文和“经史子集的叙述方式”这个无脑评语一样蠢而且不通。作者似乎想写出一本《儒林》，但自己却成了儒林。说到底，即使忽略作者根底的匮乏，我也很难看出本书较之《废都》进步在哪里，二十世纪知识分子的堕落不难目见，对其的书写本质还是乡土叙事乃至黑幕小说。八九十年代的转向能不能写出、敢不敢来写，我以为很难。当代文学作为一门学科的说服力，除了本身学理因素外，总还跟研究对象和研究者的学问息息相关。李洱提供了一个成功的失败典例。,较差,13
这部小说和李陀《无名指》给我的感觉一样：自作聪明，语言絮叨。我已经很长时间不关注当下的小说写作了，偶尔读几部作品都感觉很失望。然而，即便是这样让人失望的作品，仍然有一帮人在吹捧。小说界这种现象严重，诗歌界更是如此。捧与被捧已经成为文学界的常态。,还行,22
这一星，敬找水军刷好评的李洱！不信点开最新评论，尬吹五星的，清一色小号，我吐了！！！‖国庆结束更：眼睁睁地看着6.7的评分升到了6.8，不得不说李洱还真是厉害，细水长流地往上刷，豆瓣的反水军机制都不好使了，呵呵呵...,很差,16
的确很对不住年前的期待啊,较差,12
一星半，两星都多。什么破玩意装腔作势。,较差,15
就这，竟然得了矛盾文学奖。,较差,12
什么阿猫阿狗都能得奖吗,很差,12
有点废都味道，一群当下毫无灵魂，没有独立思考，靠巧立名目拉赞助的钱的知识分子（是对真正意义上知识分子的极大侮辱）在混吃混喝等死，就像这本书，互相吹捧，生拼硬凑，还什么坊间传说弄个大东西，还什么移位，,很差,10
说是乏善可陈都还略显含蓄了。《应物兄》初读让我想到《白色巨塔》，对于现实社会的目标与成就对某一类群体带来的影响，作出了试图探讨的姿态。在小说里，知识分子的连番出场却支撑不起哪怕一个具有吸引力的人物，总感觉作者对于想表达的内容是失焦的，像是把零星的想法一点一点原样排列出来，应物兄等人的生死爱欲在这样琐碎的叙述中，随着文字的叠加只是一潭死水愈发让人无法忍受。既没有古典的气息又离现代小说的精神差之甚远。,很差,11
迂腐。,很差,10
对茅奖的期待过高了。还不如看看阎连科的风雅颂。,很差,10
赶来支持一下,,
抢先打一星,,
看见好友有打五星的,,
都打算删人了,,
一看 人民文学出版社,,
果真是王婆自家瓜,很差,10
读了两个月，最终还是弃了，生硬的幽默感读起来尴尬又做作！,较差,11
断断续续读了上册，累，问题是小说本身不难读，情节也不复杂，虽然处处是典故也没觉得玄机重重。主要是考验耐心，起码读完上册五百多页，没一个人物可爱。技术含量不高的阳奉阴违和初级城府，不必要的事事有出处言必引经据典经史子集，当代知识分子太不容易了……,还行,9
以前看过，得茅盾文学奖了特意来打个分。,,
说实话，文坛需要新能量了。,还行,10
这两天读了两本小说，一本写了七年，一本写了十三年，太可怕了!太可怕了!中国当代小说太可怕了!my eyes!,还行,9
08.17.19,,
商业奇迹 在下佩服,,
08.19.19,,
这评分不降反升是真的讽刺,很差,7
竟然有6.8分，各位给高了吧。,较差,7
茅奖一出发现李洱《应物兄》赫然在列，很惊讶，因为虽没看过但是知道是18年年末新出的书，舍友看过（舍友导师是著名评论家，茅奖委员），我今天拿来看了下，真是长长长篇啊，耗费十三年精力，所以呢？可能是我欣赏不来，或是跟李洱所言描述当下知识分子知行合一困境有隔阂，我觉得书一般。其他茅奖作品更不想看。我确实不太清楚现在茅奖评奖机制是啥了，估计是委员们的圆桌会议，都不用等待作品接受群众的考验……18年12月的作品，19年8月就获了茅奖诶！茅奖诶！,较差,8
吞食大量文字，排泄大量文字，以此让某种精神永垂不朽；而这欲望终究没有尽头。多与少，在此互认，并相互转换。,None,11
被肉麻的评论家们恶心到了，减一星。跟王安忆差远了,较差,7
博士们都说好，我看不出好来，或许是因为我学历低。,很差,7
读得人中国当代文学ptsd，或许不该从这一本开始读李洱，但应该不会有下一本了。,较差,5
茅盾和茅獎作品果然都是我的閱讀雷區。,较差,6
我本来不想给你打一星的，但是李洱老师您好歹有点自知之明吧？,很差,6
原谅我记性差，我觉得作者写了一个拥有100个名字的人，并且读到最后，我也不清楚这个人是个什么样的人。,很差,6
十三年，九十万字，看得出李洱的野心，是想要将应物兄们和他的朋友们的行动、思想纳入一部旷世之作中，企图以全景式图谱的方式来展现现代人的精神状态。确实，学术圈、政界、商界之间千丝万缕的关系在小说中都有表现。然而叙事拖沓、语言枯燥、冗杂的细节、错乱的逻辑、不合常理的情节、于主题无益的掉书袋……尽管其中文学历史知识俯拾皆是，然而百科全书式的书写让人感到疲惫。鲁迅先生所说的“教授小说”即是此类了,,
若能收获新知的欣喜和发人深省的透彻，以些许阅读文学的愉悦作为牺牲也算是失之东隅、收之桑榆了，然而弃文学之悦目而徒求社会学的展示，却是舍本逐末了,,
如果说如此作品的获奖是在表现中国文学面向未来的开放性的话，那我只能附和王安忆老师的话了“现在中国的长篇小说真的很差”,,
茅奖评委给的大概是辛苦分吧……,较差,6
好像机关中老年人从一口烟黄牙后吐出的痰,很差,5
读了一点，翻页翻到结尾。一部没有哲理的对话集，没有生气的堆砌之作。,较差,7
太长了，硬着头皮看完又很后悔，全书人物于我而言无不面容可厌可憎，如果这真的是当代知识分子界那我深深绝望。我真的很难辨别作者是否在反讽，我看不透作者的感情趋向。作者对女性的态度也让我无法给这本书更高的分。本来是看到收获大力吹捧本书我才兴冲冲地买了，事实证明这次尝试中国当代文学的经历是失败的，我老老实实退避回我的旧纸堆中吧,还行,5
带诗人,很差,5
一星,很差,5
纯傻逼，舔个屁，不丢人吗,很差,5
激发了我面对当代文学的"阅读的焦虑″。感觉是很明显的迎合之作啊......,还行,5
读起来十分枯燥，这还是小说吗，称得上是文学吗？文学是语言文字的艺术，不是充斥着知识点的“科普文”。,很差,6
读《应物兄》，最先是奔着活色生香去的，不多，就前面两处，在翻了若干个筋斗以后，读完颓然。作者濡染文坛已久，是书可以说延续了《儒林外史》《围城》《洗澡》乃至《北京十年》的某些传统，但洪钟大吕久非，道统却成了众人簇拥的饭桶。至于本书用典，再抖抖包袱，未可全非，还是说说缺点吧：写人过于繁，淋漓尽致过后，还得再补上几刀方为过瘾。每次出现，照旧三斧头营生，生厌。程济世不妨通篇虚写，反正他也上不了岸。切记，体现人物性格之复杂性，而不是搞乱他们的关系就可以了事。越至后面，呼啦啦又是双规又是艾滋又是死人，越觉得笔力不济。至于本篇主人公应物兄，整篇都是一个模糊的存在。总之，这是一部惋惜之作。,还行,5
这个？是茅盾文学奖评出来的？,,
恕我愚昧，我觉得还没意思，完全没有读出书里的内涵。,较差,4
无聊且秽心污目，恶心倒胃。这就是得茅奖的作品。,很差,3
Hsiao的推荐,None,5
三星半，我分不清他是在露丑还是在高级黑。,还行,4
过于孤芳自赏了。把当代儒林的种种不堪用手机拍了下来，没有加工处理。,还行,5
真的受不了了，知识分子就是这样子生活的吗？一个个不是生活的达观反而都是道貌岸然地伪装。批评界的高评价让我毛骨悚然，难道这就是事实吗？难道这就是当代的一位位大师吗？我到底是生活在什么样的一个虚伪的社会里面？如果被证实一切为真，那这部小说可以给更高的分数。然而此刻我不愿相信。我已经花了那么久读，看到的却是一群道貌岸然的人做跳梁小丑。算了不想读了，大半本过去了，后面还能怎样？,还行,6
茅奖候选作品，学术圈红楼梦。读了一半就恨不得把书撕了，满纸都是不着边际的掉书袋和酸腐文人的呓语，只当是讽刺写法勉强有丢丢价值,较差,3
因为茅奖买的，但是行文太酸腐又咬文嚼字，有种东施效颦的拧巴。,还行,3
哦。,很差,3
读起来确实是优秀的大学小说，然而这几年有点看腻了文科院系小说，不外乎中文系英文系社会学系国际关系系，也不喜欢书中儒学主题。啥时候来个理学院小说啊，有利益的地方就有冲突想必时下最热的人工智能那几位的故事最精彩呢,还行,3
有些描述老派知识分子/理想主义者的片段还是有点动人的。有些情节太像社会新闻拼贴了，有点失望。,还行,4
 作家李洱用一部《应物兄》，实现了对一个时代的回望，一代人正在撤离现场，一代人又在与时彷徨。,力荐,3
没看完，之所以没看完是因为实在是看不下去了。,较差,3
读之可窥国学圈之乱象,还行,2
文科老知识分子的迂腐生活把我给看吐了,较差,3
真真浪费时间！,较差,2
怎么说呢 就是太难看了 自傲又絮叨 读不下去,较差,5
烂就一个字，不说第二次。,很差,2
读不下去了……太无聊了。,还行,2
“我悲哀地望着这一代人，这一代人经过化妆、经过整容，看上去更年轻了，但目光暗淡，不知羞耻，对善恶无动于衷”我看的很难受呀,较差,2
不觉得有什么宏观的架构，不太能读的下去。,还行,2
到处掉书袋，各种影射，然而看了上部并没有看下去的动力,还行,2
跟张柠老师《三城记》一样，只有学者作家才写得出来的展览式小说，你可以直接对号入座，至于那些故意让人看出来的暗示，还是叫明示的好。它是在讽刺在“莫须有先生传”吗？你已经分不清楚哪些是为评论家写的；哪些是作者自己给写进去了；哪些是根本就要恶心人。,,
评论家当然喜欢这种作品，介入现实又巧妙虚构，群像式的人物自己切身生活的环境，不若说是李洱今天请客，把他们都邀来，《应物兄》就是硬菜，然则此类宴席怎可能不醉，一醉就败露知识分子那点“清高”“酸腐”“市场化下的异化”，拿了人好处还装模作样的惺惺作态，你说，怎么不得奖呢？,较差,2
没啥劲,较差,2
读完这本书的时候，办公室聊天的人们刚好说到一句，有点尴尬。是的，这话用来总结这本书真是恰到好处。作者就是设计了一些桥段和套路，为了抖他那些古代文学常识，把整本书编织的密密麻麻，越读到后面越想扔进茅坑里，然后大概自己也编累了，就随便结束了。毕竟这就是一本雷同的一百章，说实话读前面10章还是挺有意思的，可你全部一样的写法，甚至事实是一样的情节，全书也没个魂，就像一个没有魂的傻子每天给你讲内容不同梗相同的笑话，前两天新鲜，后面乏味。黑了一圈各式各样的知识分子方方面面，其实还该黑一下就是为了写个这样的书而写这样书的作者这样的人了。好吧，你写的是挺厉害的，但作为小说实在太糟糕了。再见。,较差,2
烂书！,很差,2
最新消息，《应物兄》获得了茅盾文学奖。呵呵了。,较差,7
我看很多人都在骂，就这种破书就能得茅奖？而且骂书刚出来几个月，就得了奖品，说茅奖成了圆桌会议商量下来的结果。——就冲这句话，就该给三星，乃至四星了。这不就是书中所描写的知识分子与商政是如何的“众生相”吗！别忘了，作者的身份啊！这种小说本身的烂，和小说在现实中所受的礼遇，形成了一个整体，真特么是伟大的作品啊。,还行,3
觉得些许浪费时间,还行,6
阅读的体验堪比在品尝老男人的口水味,很差,2
只读了1/5，实在读不下去了。恐怕，不能给茅奖吧……,较差,4
啰嗦乏味之程度让人怀疑陀思妥耶夫斯基与茅盾先生的亲缘关系 想问水军一本书多少钱 拉我进群谢谢,较差,2
不推荐。前三分之一如同浩瀚星图，人物关系网庞大、阅读感顺畅，非常吸引，果断下单买回家。结果越看越不知所云，絮絮叨叨、没有重点、无主题，究竟写什么？写儒学？写生物？写动物？乱七八糟，您这是写应物兄？无数次想弃书，后100页草草结束。浪费3周时间阅读，太后悔买此书。,很差,2
读了三四十页吧，果断放弃。也是因为刚出来那会，吹捧得多了，有注意到。读起来实在没有太吸引人的地方。还有他的那部，德国总理推荐的什么石榴树下结樱桃，也是很糟糕，写农村，却没有丝毫农村的感觉。李洱这人我算是路过了，拜。,较差,6
言语风趣幽默，人物形象鲜明，挺不错的。,力荐,6
文坛年度强推之耻。,None,2
早就看完了，一直想憋一个长评，憋不出来，太难评价这本书了。,,
,,
挺失望的是，豆瓣的书评区已经沦为了一个情绪的发泄处。私以为，你可以喜欢这本书，也可以讨厌这本书，但请务必给出你的具体理由，而不是简单一句“喜欢这本书的人要么收钱要么傻逼”就完事儿。,,
,,
说一个比较有意思的小细节吧，很多人质疑说本书所谓“写作十三年”不过是一个营销噱头，写作时长与小说质量并无关联。不知你们是否注意到，小说一上来，在兽医院的那场戏里，便出现了“微信”这个事物。由此观之，作为一部致力于呈现中国当代断代史的作品，所谓“写作十三年”，是不是一个非常重要的补充信息呢？,推荐,4
 读过研究生或者在高校从业的都会懂～～～很熟悉的生态～故事流畅～风格有些幽默，看的时候挺爽的，作者抖了一手好包袱，可惜读完之后留给人思考的部分没有。 用时十三年打磨成这样还是有点遗憾的,推荐,2
打两星吧，毕竟写了13年。作者没有的气度我要有...,较差,6
作者卖弄知识的地方太多，为了显示自己的博学，给宠物店员工拔高到硕士学历，还聊起比熊和串的区别，扯到孔子关于"恕""的议论，脱离现实到令人发指的程度。这种情节是凑字数来的吗？有什么意义？只要凑够三本书容量，不管写得多么浅薄自恋，都能获奖？毕竟80万字呐,很差,3
想了很久这种怪味人生哲学究竟为何有种熟悉感...大概是故事会吧。,较差,2
《花腔》仍然是高峰。,推荐,5
2020年第12周 《应物兄》作者：李洱 读书短评：历时十三年，九十万字，李洱说我尽力了。讲的是象牙塔里的故事，嘴上说的都是孔孟之道，身体力行却是蝇营狗苟，所以读起来非常拧巴。苦劳肯定是有的，不断旁征博引，但读起来就有掉书袋之感，加上故事性不强，情节拖沓，不断有与主线无关的人物和枯燥剧情乱入，感觉是一部名不副实的作品。同是茅盾文学奖作品，与阿来的《尘埃落定》有云泥之别。另外，为了显示知识渊博而寻章摘句，反而暴露了人物思想的浅薄。人物命名上，七十岁多的老太太叫芸娘，五十岁的中年大叔叫文儿，怎么读怎么像叶良辰，完全喜欢不起来。纯文学作品也是文学作品，可读性丧失了还有什么价值可言？,较差,2
啥叫文学经验呢。。,较差,2
-20190526。越读越疑心，这是不比着红楼写的啊。原本也还行，但一比就坏了。讽刺的地方越了界，悲伤的地方又不够劲，掉过的书袋有些变成地上的垃圾袋。嗯，但从中学习了国学。,还行,2
看评论两极分化严重,还行,2
名不副实,还行,2
泛善可陈,还行,2
味如嚼蜡……,较差,2
这也叫书?简直垃圾，就凑字数的一本智障小说，一星也不想给，看了几万字，文笔烂就不说了，还没个主题思想，总之很垃圾,很差,2
这本书的幽默，和春晚上所谓的幽默是一类的。,还行,2
自嗨,较差,2
断断续续四个多月，多少次想放弃扔回书架却又不甘心地翻开，我太难了。首先，李洱的知识面之广令人咋舌，儒学、哲学、佛学、昆虫学信手拈来，学界、政界、商界、宠物界游刃有余。其次，作为长篇来说真的不好看，作者想到哪里就写到哪里，没有一个吸引人的明确的故事主线来串联这84万字，就像是一锅没有加底料的火锅，看起来五花八门，但尝起来真的没有味道。再次，随心所欲的人称转换真的看得人头疼，美其名曰以第三人称来谈自己，但，你连故事都讲不好，还“要什么自行车”？第四，混乱的叙事顺序十分劝退，插叙、补叙、追叙都是使文章跌宕起伏的方式，但物极必反，用得多了就打乱了完整的叙事链，看得想打人。最后，对女权意识较浓厚的读者十分不友好。所以，就别碰瓷《围城》甚至《儒林外史》了，差太远，能获得茅奖已经对知识分子最后的挽尊了。,还行,3
杀了我吧，茅盾文学奖。,较差,1
这是新年礼物，很厚重，很扎实。用13年做一件事，很不容易。李洱在后记里情真意切，回顾了心酸的创作历程，从遭遇车祸意外到母亲溘然长逝，接二连三的打击，无疑让他对于人世间对于生老病死对于价值意义，有了打碎和重建，这是一个漫长的过程。他倾注了心力，由学术圈展开，将政界，商界，学界纳入了他的话语体系和思想系统。他的开篇是相当有野心的，以横亘古今的儒学为经脉，审视着东西方的哲学，用各色人物完成了自我叙述和表达，又统合在一个完备的思想体系之中。他的很多人物都具有坐标，样本和实验性。使得那种关照，很具有当代知识分子群像的味道。他能够从全球视野看待中国问题，能够从城乡东西等二元结构探寻权利关系，更重要的是，应物兄，作为核心主人公，当代知识分子对于名利，情感，欲望的真实焦虑，他忌惮的秘密很多人都存在，不是么,推荐,5
花了十三年写出来，只能说很平庸。,还行,1
理论界非常需要的一部实践理论演绎的小说。结果就是，实践是艰难困苦的。读了五十页，先不读了。补：只想问，批评界还有真正的批评吗？,较差,1
那个年代中文系毕业生的哲学素养，这个年代高校教师专业作家的职业操守。别的不说，编辑错误还是有的。,还行,1
该不该读？该，都得奖了。可不可读？尚可，讲故事不合格，传情达意没问题。是否杰作？两说着，各人各心了，花了巨长的时间写了巨长得了巨奖都不是杰作的充要条件，如果非要拿《围城》甚至《废都》作比较，那起码得有旧作的几分样子，从现在这个完成度看来，应该连作者本人都没企望过。能不能评？能，但各种花吹就算了，在一部小说里炫学是没问题的，但不能指望在一个故事里用学问压制读者，这几乎相当于自爆。其实没看内容前，听到书名，还以为要把韦应物之类旧人旧事旧学问旧经典迁延在当代时空中，那想必很有趣。看过内容才知道，居然全无此种野心，甚觉可惜。最后不太厚道地说，二百万字删成九十万还是不够狠，删成九万先出一卷可能会在可读性和需要传达的内容之间找到一个平衡。十三年就不是急就章了吗？未必。,还行,1
很一般，说实话，看完我都不知道作者想表达什么？,较差,4
这本书以非常絮叨的方式，不断聒噪着一种恐惧：“死亡终将带走一切”。读这本书，你会有一种生理的不适。就是这样一本丧得要死的书，却能获主旋律的茅奖，真是太讽刺了。对死亡的恐惧，来自活得无意义。这本书反复铺陈那种把盛世、权力、美食、美色——总之世界上最好的身外之物全都耗尽之后，仍然免不了堕入巨大空虚的虚无主义写得让人特别生厌，而且不管哪种宗教，都拯救不了这终将堕落的世道。但它不是萨特《恶心》或者加缪《局外人》那种丧法，因为它失去了美学的效果。李洱在跋言中说这部90万字小说的初稿更长，有200万字。我相信李洱已经尽力了，但越是如此，越说明了一个问题：在整个世界都堕落的时候，文学本来是绝不能跟着下坠的。但《应物兄》不是，正如那句被写在封面上的话：与时迁移，应物变化。欲盖弥彰。李洱这个人的精气神，散了。,还行,1
就……读起来还是挺痛快的吧。大学堂之丰富多彩，连区区不才在下我一个不交游的小学生，几年来也颇听说了几条八卦的。,None,1
有点啰嗦，有点酸腐，不喜欢,还行,1
我以为繁花说话没有标点符号读起来已经很费劲了 这个说话有标点符号却描述的如此混乱。插叙的分界点非常不明显 看的云里雾里的。言语啰嗦。,较差,1
菜是好的，但同一道菜吃久了就觉得一般了。高校题材撑不起长篇巨制，若是删去三分之一会很好，但那样又拿不到茅奖了。,,
更像是随时想到就记下来的文人笔记，可能是13年已经磨灭了对这不长篇的热情了,推荐,1
从后半部分开始，书中有好些人物以第三人称来称呼自己，不知何意。,力荐,4
没看完没有发言权，文人写作。,还行,1
可能是我没看懂吧，但真的就只能打两星了,较差,1
选修课中文系老师推荐的，我实在是读不下去……可能书里高校文史哲教师的生活离我过于遥远，读不懂作者埋的梗。不过我理解为什么他会喜欢……隔行如隔山,还行,1
太凌乱了，文人的上流世界，离我好远，看不懂，看不透，接触不到，思想境界达不到。,较差,1
ok 读了 ,很差,1
李洱大牛！这大概是我花最多时间收获最少的一本小说了，收获少不是因为给的太少，而是给的太多太深，完全消化不了。其实，他所描述的人文背景是我熟悉的。大学、出版社，他所描述的人物我也不陌生，大儒，学术大咖，这些年，也接触过一些国内的大儒，以及在国外比较有名气的儒学家。作为编辑，对学术专家的生存环境也略知一二。可是，你翻开就知道了，里面有太多的传统文化知识，连一条狗的名字，都会有典籍的出处。人们说，掉书袋，一点没错。我在想，如果传统文化学养与作者匹敌的人读这本书是什么感觉，是会心一笑，还是不以为然？除了太多的知识点，我够不着以外，别的，比如人与人之间相处的道理，人的心理，还有不少幽默，我想我是get到一些。“芸娘最喜欢芸香，她没起芸香，是要把这个名字留给女儿，尽管她没有女儿”，这句话戳中我了,力荐,1
后半部差了一点儿,推荐,1
刚刚读完，这条孙二娘的裹脚布=_=,较差,2
